noun,num_counts,accuracy,overlap,avg_LL_delta
tent,2,0.0,1.0,1.6661301174999998
thread,4,0.25,0.75,2.4089589502499997
toy,3,0.0,1.0,6.2506355708
tractor,3,0.0,1.0,6.537909536033333
trader,3,1.0,1.0,10.0014560735
traveller,2,1.0,1.0,6.618304095700001
truck,3,0.0,1.0,7.322076390866667
tub,2,0.5,0.5,-0.07929796500000008
tuna,3,1.0,0.0,-0.8607484833333334
turkey,4,0.0,1.0,3.585925113875
upholsterer,4,0.75,0.75,6.855436446074999
valve,4,0.25,0.75,5.956984373
van,3,0.0,1.0,6.373393342900001
vegetable,3,1.0,0.0,-2.2667539953333335
vehicle,3,0.0,1.0,6.314945206233333
verse,2,1.0,0.0,-1.0126925549999999
view,2,0.0,1.0,1.08363579
violin,2,0.0,1.0,6.4162439295
violinist,2,1.0,1.0,9.84742761545
waiter,3,1.0,1.0,10.402933884566666
waitress,3,1.0,1.0,9.6372323271
wall,4,0.25,0.75,2.5914627489999997
window,3,0.0,1.0,5.283651005666666
windshield,5,0.0,1.0,4.519866434239999
woman,5,0.8,0.8,5.10615196396
wood,11,0.09090909090909091,0.9090909090909091,3.3808781329090904
wool,5,0.2,0.8,1.4410610388
worker,4,1.0,1.0,6.9945829781499995
wound,4,0.25,0.75,-0.22075819400000007
yarn,5,0.2,0.8,0.44347598800000004
