noun,num_counts,accuracy,overlap,avg_LL_delta
violinist,2,0.0,1.0,-2.585391275
waiter,3,0.0,1.0,-2.059858236666667
waitress,3,0.0,1.0,-1.7888442166666667
wall,4,1.0,1.0,-2.94740703275
window,3,1.0,1.0,-2.382497838666666
windshield,5,1.0,1.0,-2.875191718
woman,5,0.0,1.0,-3.6162737041999997
wood,11,1.0,1.0,-3.5886859538181826
wool,5,1.0,1.0,-4.5594116622000005
worker,4,0.0,1.0,-3.16224621425
wound,4,1.0,1.0,-4.70408923
yarn,5,1.0,1.0,-4.8028743642
