noun,num_counts,accuracy,overlap,avg_LL_delta
clerk,2,1.0,1.0,0.484375
cloth,8,0.25,0.75,0.334014892578125
coat,2,0.0,1.0,0.476806640625
code,2,0.0,0.0,0.375244140625
comedian,1,1.0,0.0,0.125
concerto,1,0.0,1.0,0.453125
confectioner,3,1.0,1.0,0.5210774739583334
container,2,0.0,0.0,0.429931640625
convertible,3,0.0,0.0,0.5728352864583334
cook,6,0.6666666666666666,0.3333333333333333,0.265625
cotton,4,0.25,0.75,0.28125
countertop,3,0.0,1.0,0.2708333333333333
crate,2,0.0,0.0,0.3359375
cushion,4,0.25,0.25,0.04296875
cut,4,0.25,0.25,0.15234375
dancer,1,1.0,0.0,0.109375
dealer,3,1.0,0.0,0.56787109375
dish,2,0.0,0.0,0.15625
doctor,2,1.0,0.0,0.4608154296875
dough,3,0.3333333333333333,0.6666666666666666,0.16145833333333334
dressmaker,4,0.75,0.75,0.3826904296875
driver,7,1.0,0.0,0.42197963169642855
drug,3,0.0,0.0,0.34912109375
drummer,2,1.0,1.0,0.476806640625
duffle,2,0.0,0.0,0.3046875
essay,4,0.0,1.0,0.6212158203125
essayist,2,1.0,1.0,0.875244140625
fabric,20,0.15,0.85,0.3304443359375
fillet,3,0.3333333333333333,0.3333333333333333,-0.005208333333333333
fish,3,0.3333333333333333,0.3333333333333333,0.03125
floor,3,0.0,0.0,0.17708333333333334
flute,2,0.0,0.0,0.25
flutist,2,1.0,1.0,0.3359375
food,2,0.5,0.5,0.0078125
gem,4,0.0,1.0,0.81640625
glass,4,0.25,0.25,0.2930908203125
hairdresser,7,0.8571428571428571,0.14285714285714285,0.16517857142857142
handle,4,0.25,0.25,0.2734375
hat,3,0.0,1.0,0.5104166666666666
herb,3,0.3333333333333333,0.3333333333333333,0.234375
hiker,2,1.0,0.0,0.15625
housekeeper,3,1.0,0.0,0.3177083333333333
ice,7,0.0,0.0,0.29464285714285715
illustrator,4,0.75,0.75,0.359375
ingredient,3,0.0,0.0,0.3644205729166667
instrument,2,0.0,0.0,0.328125
item,3,0.0,0.0,0.25
jacket,2,0.0,1.0,0.61767578125
janitor,3,1.0,1.0,0.3229166666666667
jet,3,0.0,0.0,0.46875
