noun,num_counts,accuracy,overlap,avg_LL_delta
surgeon,4,0.0,1.0,-4.423018625
suv,6,1.0,1.0,-3.3819686576666665
tailor,12,0.0,1.0,-3.7552293595
tank,3,1.0,1.0,-6.146110299666667
teacher,2,0.0,1.0,-2.45166084
telemarketer,3,0.0,1.0,-1.1091091533333333
tent,2,1.0,1.0,-5.3468215400000005
thread,4,1.0,1.0,-4.808864194
toy,3,1.0,1.0,-4.223907287333334
tractor,3,1.0,1.0,-4.276954136333334
trader,3,0.0,1.0,-1.2090561333333334
traveller,2,0.0,1.0,-2.77982019
truck,3,1.0,1.0,-4.682516511666667
tub,2,1.0,1.0,-4.528677780000001
tuna,3,1.0,1.0,-5.732698104333333
turkey,4,1.0,1.0,-5.983606579825
upholsterer,4,0.0,1.0,-3.2988799
valve,4,1.0,1.0,-5.030403492
van,3,1.0,1.0,-3.926776084
vegetable,3,1.0,1.0,-6.213072313333334
vehicle,3,1.0,1.0,-3.418497196666667
verse,2,1.0,1.0,-4.76743495
view,2,1.0,1.0,-3.8203538769999996
violin,2,1.0,1.0,-6.93214253775
violinist,2,0.0,1.0,-5.976855285
waiter,3,0.0,1.0,-3.4993594733333335
waitress,3,0.0,1.0,-4.927533753333333
wall,4,1.0,1.0,-4.471310126
window,3,1.0,1.0,-3.3790549420000002
windshield,5,1.0,1.0,-3.1945138068000003
woman,5,0.0,1.0,-6.0036749772
wood,11,1.0,1.0,-4.454431251454546
wool,5,1.0,1.0,-5.9187639908
worker,4,0.0,1.0,-2.4507866525
wound,4,1.0,1.0,-5.018507807
yarn,5,1.0,1.0,-5.0975700118
