noun,num_counts,accuracy,overlap,avg_LL_delta
silverware,3,1.0,1.0,-2.7923786838849387
singer,1,0.0,0.0,-1.4931488633155825
snack,3,1.0,1.0,-2.4573415567477546
soloist,1,0.0,0.0,-0.4347380995750427
sonata,1,1.0,0.0,-1.8245238214731216
song,1,1.0,1.0,-1.4931945204734802
steak,7,1.0,1.0,-2.1964830798762187
stone,7,1.0,1.0,-2.2432436687605724
stubble,3,1.0,0.0,-2.610824612279733
student,4,0.0,0.0,-0.6128082051873207
suitcase,2,1.0,1.0,-2.32025146484375
surface,7,1.0,1.0,-1.0911429226398468
surgeon,4,0.25,0.25,-0.058917999267578125
suv,6,1.0,1.0,-2.7973276960353055
tailor,12,0.0,0.0,-0.47097016374270123
tank,3,1.0,1.0,-2.110799123843511
teacher,2,0.0,0.0,-0.617279052734375
telemarketer,3,0.0,0.0,-0.1770299275716146
tent,2,1.0,1.0,-1.9018859714269638
thread,4,1.0,0.0,-1.0993843227624893
toy,3,1.0,1.0,-2.0723877350489297
tractor,3,1.0,1.0,-1.5437215318282445
trader,3,0.0,0.0,-0.44628143310546875
traveller,2,0.0,0.0,-1.0658417046070099
truck,3,1.0,0.0,-1.611724848548571
tub,2,1.0,0.0,-1.7091827243566515
tuna,3,1.0,1.0,-4.2912698574364185
turkey,4,1.0,0.0,-2.324569769203663
upholsterer,4,0.0,0.0,-0.5695113986730576
valve,4,1.0,1.0,-1.2078476026654243
van,3,1.0,1.0,-2.009918183088302
vegetable,3,1.0,0.0,-2.56589762121439
vehicle,3,1.0,1.0,-1.6826375424861901
verse,2,1.0,0.0,-0.5829315185546874
view,2,0.0,1.0,0.039566040039062444
violin,2,1.0,1.0,-3.6527786944061518
violinist,2,0.0,1.0,-2.019058272242546
waiter,3,0.0,0.0,-0.7469736933708191
waitress,3,0.0,0.0,-0.8241984049479166
wall,4,1.0,1.0,-1.365438461303711
window,3,1.0,0.0,-0.888707439104716
windshield,5,1.0,0.0,-2.8349029392004015
woman,5,0.0,0.0,-1.171405017375946
wood,11,1.0,0.0,-2.357570990920067
wool,5,1.0,0.0,-3.268283048272133
worker,4,0.0,0.0,-0.3477478176355362
wound,4,1.0,0.0,-0.5823554992675781
yarn,5,1.0,0.0,-2.6198882833123207
